stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
83,0.5,6.0,91.22354939999059,,91.20776379993185,91.22354939999059,91.72341350000352,91.72341350000352,91.72341350000352,92.02319109998643,92.2908647999866,right,6.0,1,1,0.5628600000636652,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
84,0.5,5.5,92.30638249998447,,92.2909463000251,92.30638249998447,92.8067176999757,92.8067176999757,92.8067176999757,93.10693539993372,93.34078800003044,right,5.5,1,1,0.5250610000221059,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
85,0.5,5.5,93.3564329999499,,93.34086630004458,93.3564329999499,93.84012059995439,93.84012059995439,93.85733899998013,94.13954679993913,94.20749840000644,left,-5.5,0,0,0.35864049999509007,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
86,0.5,6.0,94.22302469995338,,94.20758709998336,94.22302469995338,94.72308759996668,94.72308759996668,94.72308759996668,95.02231859997846,95.07370299997274,right,6.0,0,0,0.34543300000950694,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
87,0.5,6.5,95.08957579999696,,95.07382389996201,95.08957579999696,95.57264399994165,95.57264399994165,95.589361499995,95.87275700003374,96.27345760003664,right,6.5,1,1,0.6882892000721768,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
88,0.5,6.5,96.28915480000433,,96.27353719994426,96.28915480000433,96.77275999996345,96.77275999996345,96.78933549998328,97.07273669994902,97.34031679993495,left,-6.5,1,1,0.5560210000257939,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
89,0.5,6.5,97.35595410002861,,97.34040049999021,97.35595410002861,97.85605669999495,97.85605669999495,97.85605669999495,98.15559870004654,98.42359689995646,left,-6.5,1,1,0.5609800000675023,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
90,0.5,6.0,98.43974950001575,,98.42367719998583,98.43974950001575,98.92282279999927,98.92282279999927,98.93934569996782,99.22224539995659,99.30649089999497,right,6.0,0,0,0.3732814999530092,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
91,0.5,6.5,99.32313080003951,,99.30661470000632,99.32313080003951,99.80572469998151,99.80572469998151,99.82232090004254,100.10536000004504,100.58980499999598,right,6.5,1,1,0.7705871999496594,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
92,0.5,6.5,100.6055315999547,,100.58989709999878,100.6055315999547,101.08895180001855,101.08895180001855,101.1055747999344,101.38869849999901,101.80622210004367,right,6.5,1,1,0.7037055999971926,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
93,0.5,6.5,101.82223699998576,,101.80633859999944,101.82223699998576,102.30540169996675,102.30540169996675,102.32183829997666,102.60520700004417,102.92327899998054,left,-6.5,1,1,0.6165594999911264,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
94,0.5,6.0,102.9394970999565,,102.9233606000198,102.9394970999565,103.43844529998023,103.43844529998023,103.45533240004443,103.73856680002064,103.92299949994776,right,6.0,1,1,0.47111829998902977,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
95,0.5,6.0,103.93831560004037,,103.92308239999693,103.93831560004037,104.43822969996836,104.43822969996836,104.43822969996836,104.7388009999413,104.90607439994346,right,6.0,1,1,0.4604780999943614,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
96,0.5,6.0,104.92241390002891,,104.90615329996217,104.92241390002891,105.42180999997072,105.42180999997072,105.42180999997072,105.72157169994898,105.75597299996298,right,6.0,1,1,0.32099929999094456,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
97,0.5,5.5,105.77136669994798,,105.75605440000072,105.77136669994798,106.27154159999918,106.27154159999918,106.27154159999918,106.57111310004257,106.6570905999979,right,5.5,1,1,0.37460590002592653,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
98,0.5,5.5,106.67151569994166,,106.65716740000062,106.67151569994166,107.17113459995016,107.17113459995016,107.17113459995016,107.47102479997557,107.5889064000221,right,5.5,1,1,0.4108208999969065,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
99,0.5,5.5,107.60444030002691,,107.5889835000271,107.60444030002691,108.10452269995585,108.10452269995585,108.10452269995585,108.40431260003243,108.92228319996502,left,-5.5,0,0,0.8040383000625297,342646,001,2024-09-12_23h04.36.372,adaptive_staircase 222,2024.1.5,None,2024-09-12 23h04.42.409527 +0530,
